"","batch","type","cluster"
"W39159","MARS-seq","CMP","MARS-seq 2"
"W39160","MARS-seq","CMP","MARS-seq 2"
"W39161","MARS-seq","CMP","MARS-seq 2"
"W39162","MARS-seq","GMP","MARS-seq 4"
"W39163","MARS-seq","GMP","MARS-seq 4"
"W39164","MARS-seq","MEP","MARS-seq 0"
"W39165","MARS-seq","GMP","MARS-seq 1"
"W39166","MARS-seq","CMP","MARS-seq 3"
"W39167","MARS-seq","GMP","MARS-seq 4"
"W39168","MARS-seq","MEP","MARS-seq 0"
"HSPC_001","SMART-seq2","MPP","SMART-seq2 5"
"HSPC_002","SMART-seq2","LTHSC","SMART-seq2 5"
"HSPC_003","SMART-seq2","MPP","SMART-seq2 2"
"HSPC_004","SMART-seq2","LMPP","SMART-seq2 0"
"HSPC_006","SMART-seq2","LMPP","SMART-seq2 2"
"HSPC_008","SMART-seq2","LMPP","SMART-seq2 5"
"HSPC_009","SMART-seq2","LMPP","SMART-seq2 2"
"HSPC_011","SMART-seq2","LMPP","SMART-seq2 0"
"HSPC_012","SMART-seq2","LMPP","SMART-seq2 2"
"HSPC_014","SMART-seq2","MPP","SMART-seq2 0"
"HSPC_015","SMART-seq2","LMPP","SMART-seq2 0"
"HSPC_016","SMART-seq2","LMPP","SMART-seq2 2"
"HSPC_017","SMART-seq2","LTHSC","SMART-seq2 5"
"HSPC_018","SMART-seq2","MPP","SMART-seq2 0"
"HSPC_020","SMART-seq2","LTHSC","SMART-seq2 5"
"HSPC_021","SMART-seq2","MPP","SMART-seq2 2"
"HSPC_022","SMART-seq2","LTHSC","SMART-seq2 1"
"HSPC_023","SMART-seq2","MPP","SMART-seq2 0"
"HSPC_025","SMART-seq2","MPP","SMART-seq2 2"
"HSPC_026","SMART-seq2","LMPP","SMART-seq2 2"
"HSPC_027","SMART-seq2","LMPP","SMART-seq2 2"
"HSPC_028","SMART-seq2","LMPP","SMART-seq2 2"
"HSPC_030","SMART-seq2","LMPP","SMART-seq2 0"
"HSPC_031","SMART-seq2","MPP","SMART-seq2 0"
"HSPC_033","SMART-seq2","LMPP","SMART-seq2 0"
"HSPC_034","SMART-seq2","LMPP","SMART-seq2 2"
"HSPC_036","SMART-seq2","MPP","SMART-seq2 2"
"HSPC_037","SMART-seq2","MPP","SMART-seq2 0"
"HSPC_038","SMART-seq2","MPP","SMART-seq2 0"
"HSPC_040","SMART-seq2","MPP","SMART-seq2 0"
"HSPC_041","SMART-seq2","MPP","SMART-seq2 0"
"HSPC_042","SMART-seq2","MPP","SMART-seq2 0"
"HSPC_043","SMART-seq2","MPP","SMART-seq2 2"
"HSPC_044","SMART-seq2","MPP","SMART-seq2 4"
"HSPC_045","SMART-seq2","LMPP","SMART-seq2 2"
"HSPC_046","SMART-seq2","LMPP","SMART-seq2 5"
"HSPC_047","SMART-seq2","MPP","SMART-seq2 5"
"HSPC_048","SMART-seq2","LMPP","SMART-seq2 0"
"HSPC_049","SMART-seq2","LMPP","SMART-seq2 0"
"HSPC_050","SMART-seq2","LMPP","SMART-seq2 2"
"HSPC_051","SMART-seq2","MPP","SMART-seq2 0"
"HSPC_052","SMART-seq2","MPP","SMART-seq2 4"
"HSPC_053","SMART-seq2","MPP","SMART-seq2 2"
"HSPC_054","SMART-seq2","LMPP","SMART-seq2 0"
"HSPC_055","SMART-seq2","LMPP","SMART-seq2 2"
"HSPC_056","SMART-seq2","LMPP","SMART-seq2 0"
"HSPC_058","SMART-seq2","LMPP","SMART-seq2 0"
"HSPC_060","SMART-seq2","MPP","SMART-seq2 5"
"HSPC_061","SMART-seq2","MPP","SMART-seq2 0"
"HSPC_063","SMART-seq2","LMPP","SMART-seq2 4"
"HSPC_064","SMART-seq2","LMPP","SMART-seq2 2"
"HSPC_065","SMART-seq2","MPP","SMART-seq2 2"
"HSPC_067","SMART-seq2","LMPP","SMART-seq2 0"
"HSPC_068","SMART-seq2","LMPP","SMART-seq2 2"
"HSPC_069","SMART-seq2","MPP","SMART-seq2 5"
"HSPC_070","SMART-seq2","LMPP","SMART-seq2 2"
"HSPC_071","SMART-seq2","MPP","SMART-seq2 2"
"HSPC_072","SMART-seq2","MPP","SMART-seq2 4"
"HSPC_073","SMART-seq2","LMPP","SMART-seq2 0"
"HSPC_076","SMART-seq2","MPP","SMART-seq2 0"
"HSPC_077","SMART-seq2","LMPP","SMART-seq2 2"
"HSPC_078","SMART-seq2","MPP","SMART-seq2 2"
"HSPC_079","SMART-seq2","MPP","SMART-seq2 2"
"HSPC_080","SMART-seq2","LMPP","SMART-seq2 0"
"HSPC_081","SMART-seq2","MPP","SMART-seq2 0"
"HSPC_082","SMART-seq2","MPP","SMART-seq2 0"
"HSPC_083","SMART-seq2","LTHSC","SMART-seq2 5"
"HSPC_084","SMART-seq2","MPP","SMART-seq2 0"
"HSPC_087","SMART-seq2","LTHSC","SMART-seq2 5"
"HSPC_088","SMART-seq2","MPP","SMART-seq2 0"
"HSPC_089","SMART-seq2","MPP","SMART-seq2 0"
"HSPC_090","SMART-seq2","MPP","SMART-seq2 2"
"HSPC_094","SMART-seq2","LMPP","SMART-seq2 0"
"HSPC_095","SMART-seq2","MPP","SMART-seq2 5"
"HSPC_096","SMART-seq2","LMPP","SMART-seq2 2"
"HSPC_098","SMART-seq2","LMPP","SMART-seq2 2"
"HSPC_099","SMART-seq2","MPP","SMART-seq2 0"
"HSPC_100","SMART-seq2","LMPP","SMART-seq2 0"
"HSPC_101","SMART-seq2","LMPP","SMART-seq2 2"
"HSPC_102","SMART-seq2","MPP","SMART-seq2 4"
"HSPC_103","SMART-seq2","LMPP","SMART-seq2 0"
"HSPC_104","SMART-seq2","MPP","SMART-seq2 0"
"HSPC_105","SMART-seq2","LMPP","SMART-seq2 0"
"HSPC_106","SMART-seq2","MPP","SMART-seq2 5"
"HSPC_107","SMART-seq2","LMPP","SMART-seq2 0"
"HSPC_108","SMART-seq2","MPP","SMART-seq2 0"
"HSPC_109","SMART-seq2","MPP","SMART-seq2 2"
"HSPC_110","SMART-seq2","MPP","SMART-seq2 1"
"HSPC_111","SMART-seq2","LTHSC","SMART-seq2 5"
"HSPC_114","SMART-seq2","LMPP","SMART-seq2 0"
"HSPC_115","SMART-seq2","LMPP","SMART-seq2 0"
"HSPC_117","SMART-seq2","MPP","SMART-seq2 0"
"HSPC_119","SMART-seq2","LTHSC","SMART-seq2 5"
"HSPC_121","SMART-seq2","MPP","SMART-seq2 0"
"HSPC_122","SMART-seq2","LMPP","SMART-seq2 0"
"HSPC_123","SMART-seq2","MPP","SMART-seq2 0"
"HSPC_125","SMART-seq2","LMPP","SMART-seq2 0"
"HSPC_127","SMART-seq2","MPP","SMART-seq2 2"
"HSPC_130","SMART-seq2","MPP","SMART-seq2 5"
"HSPC_131","SMART-seq2","MPP","SMART-seq2 0"
"HSPC_132","SMART-seq2","LMPP","SMART-seq2 2"
"HSPC_133","SMART-seq2","MPP","SMART-seq2 2"
"HSPC_134","SMART-seq2","LMPP","SMART-seq2 2"
"HSPC_135","SMART-seq2","MPP","SMART-seq2 5"
"HSPC_136","SMART-seq2","MPP","SMART-seq2 2"
"HSPC_140","SMART-seq2","MPP","SMART-seq2 0"
"HSPC_142","SMART-seq2","LMPP","SMART-seq2 0"
"HSPC_143","SMART-seq2","LTHSC","SMART-seq2 2"
"HSPC_144","SMART-seq2","MPP","SMART-seq2 0"
"HSPC_146","SMART-seq2","MPP","SMART-seq2 2"
"HSPC_148","SMART-seq2","MPP","SMART-seq2 4"
"HSPC_151","SMART-seq2","LMPP","SMART-seq2 0"
"HSPC_152","SMART-seq2","MPP","SMART-seq2 0"
"HSPC_153","SMART-seq2","LMPP","SMART-seq2 0"
"HSPC_154","SMART-seq2","LMPP","SMART-seq2 2"
"HSPC_155","SMART-seq2","MPP","SMART-seq2 0"
"HSPC_156","SMART-seq2","MPP","SMART-seq2 0"
"HSPC_157","SMART-seq2","MPP","SMART-seq2 4"
"HSPC_158","SMART-seq2","LMPP","SMART-seq2 0"
"HSPC_159","SMART-seq2","MPP","SMART-seq2 2"
"HSPC_161","SMART-seq2","MPP","SMART-seq2 0"
"HSPC_162","SMART-seq2","LMPP","SMART-seq2 0"
"HSPC_164","SMART-seq2","MPP","SMART-seq2 0"
"HSPC_165","SMART-seq2","MPP","SMART-seq2 2"
"HSPC_166","SMART-seq2","LMPP","SMART-seq2 2"
"HSPC_168","SMART-seq2","MPP","SMART-seq2 2"
"HSPC_169","SMART-seq2","LMPP","SMART-seq2 2"
"HSPC_170","SMART-seq2","LMPP","SMART-seq2 0"
"HSPC_171","SMART-seq2","LTHSC","SMART-seq2 5"
"HSPC_172","SMART-seq2","MPP","SMART-seq2 2"
"HSPC_173","SMART-seq2","LMPP","SMART-seq2 0"
"HSPC_174","SMART-seq2","LMPP","SMART-seq2 0"
"HSPC_175","SMART-seq2","LMPP","SMART-seq2 2"
"HSPC_176","SMART-seq2","LMPP","SMART-seq2 0"
"HSPC_177","SMART-seq2","LMPP","SMART-seq2 0"
"HSPC_178","SMART-seq2","MPP","SMART-seq2 0"
"HSPC_179","SMART-seq2","LMPP","SMART-seq2 2"
"HSPC_180","SMART-seq2","MPP","SMART-seq2 2"
"HSPC_182","SMART-seq2","LTHSC","SMART-seq2 5"
"HSPC_186","SMART-seq2","LTHSC","SMART-seq2 1"
"HSPC_187","SMART-seq2","MPP","SMART-seq2 2"
"HSPC_189","SMART-seq2","LMPP","SMART-seq2 0"
"HSPC_190","SMART-seq2","MPP","SMART-seq2 4"
"HSPC_191","SMART-seq2","LTHSC","SMART-seq2 5"
"HSPC_192","SMART-seq2","LMPP","SMART-seq2 0"
"HSPC_193","SMART-seq2","MPP","SMART-seq2 1"
"HSPC_195","SMART-seq2","LMPP","SMART-seq2 2"
"HSPC_196","SMART-seq2","MPP","SMART-seq2 0"
"HSPC_198","SMART-seq2","MPP","SMART-seq2 0"
"HSPC_199","SMART-seq2","MPP","SMART-seq2 5"
"HSPC_200","SMART-seq2","LMPP","SMART-seq2 5"
"HSPC_203","SMART-seq2","MPP","SMART-seq2 0"
"HSPC_204","SMART-seq2","MPP","SMART-seq2 2"
"HSPC_205","SMART-seq2","LMPP","SMART-seq2 2"
"HSPC_206","SMART-seq2","MPP","SMART-seq2 4"
"HSPC_207","SMART-seq2","MPP","SMART-seq2 0"
"HSPC_208","SMART-seq2","LMPP","SMART-seq2 0"
"HSPC_210","SMART-seq2","LTHSC","SMART-seq2 2"
"HSPC_211","SMART-seq2","MPP","SMART-seq2 5"
"HSPC_213","SMART-seq2","LMPP","SMART-seq2 2"
"HSPC_214","SMART-seq2","LMPP","SMART-seq2 2"
"HSPC_215","SMART-seq2","MPP","SMART-seq2 4"
"HSPC_216","SMART-seq2","MPP","SMART-seq2 2"
"HSPC_219","SMART-seq2","MPP","SMART-seq2 5"
"HSPC_220","SMART-seq2","MPP","SMART-seq2 2"
"HSPC_221","SMART-seq2","LTHSC","SMART-seq2 5"
"HSPC_222","SMART-seq2","LMPP","SMART-seq2 2"
"HSPC_224","SMART-seq2","MPP","SMART-seq2 5"
"HSPC_225","SMART-seq2","MPP","SMART-seq2 2"
"HSPC_227","SMART-seq2","LMPP","SMART-seq2 0"
"HSPC_228","SMART-seq2","MPP","SMART-seq2 4"
"HSPC_229","SMART-seq2","LTHSC","SMART-seq2 5"
"HSPC_230","SMART-seq2","MPP","SMART-seq2 2"
"HSPC_231","SMART-seq2","LMPP","SMART-seq2 2"
"HSPC_232","SMART-seq2","LTHSC","SMART-seq2 0"
"HSPC_233","SMART-seq2","MPP","SMART-seq2 5"
"HSPC_235","SMART-seq2","LMPP","SMART-seq2 0"
"HSPC_236","SMART-seq2","MPP","SMART-seq2 2"
"HSPC_237","SMART-seq2","LMPP","SMART-seq2 2"
"HSPC_239","SMART-seq2","LMPP","SMART-seq2 2"
"HSPC_240","SMART-seq2","MPP","SMART-seq2 0"
"HSPC_243","SMART-seq2","LMPP","SMART-seq2 2"
"HSPC_244","SMART-seq2","MPP","SMART-seq2 5"
"HSPC_245","SMART-seq2","MPP","SMART-seq2 0"
"HSPC_246","SMART-seq2","LMPP","SMART-seq2 0"
"HSPC_247","SMART-seq2","MPP","SMART-seq2 2"
"HSPC_248","SMART-seq2","LMPP","SMART-seq2 0"
"HSPC_250","SMART-seq2","MPP","SMART-seq2 2"
"HSPC_251","SMART-seq2","LTHSC","SMART-seq2 2"
"HSPC_253","SMART-seq2","MPP","SMART-seq2 2"
"HSPC_254","SMART-seq2","MPP","SMART-seq2 2"
"HSPC_255","SMART-seq2","MPP","SMART-seq2 0"
"HSPC_256","SMART-seq2","LTHSC","SMART-seq2 3"
"HSPC_257","SMART-seq2","MPP","SMART-seq2 2"
"HSPC_258","SMART-seq2","MPP","SMART-seq2 1"
"HSPC_261","SMART-seq2","LMPP","SMART-seq2 0"
"HSPC_263","SMART-seq2","LMPP","SMART-seq2 2"
"HSPC_264","SMART-seq2","LTHSC","SMART-seq2 5"
"HSPC_265","SMART-seq2","LTHSC","SMART-seq2 5"
"HSPC_266","SMART-seq2","MPP","SMART-seq2 2"
"HSPC_267","SMART-seq2","MPP","SMART-seq2 0"
"HSPC_268","SMART-seq2","MPP","SMART-seq2 2"
"HSPC_269","SMART-seq2","LMPP","SMART-seq2 2"
"HSPC_270","SMART-seq2","LMPP","SMART-seq2 2"
"HSPC_271","SMART-seq2","LMPP","SMART-seq2 2"
"HSPC_274","SMART-seq2","LMPP","SMART-seq2 0"
"HSPC_275","SMART-seq2","MPP","SMART-seq2 2"
"HSPC_276","SMART-seq2","LMPP","SMART-seq2 0"
"HSPC_278","SMART-seq2","MPP","SMART-seq2 5"
"HSPC_279","SMART-seq2","LTHSC","SMART-seq2 4"
"HSPC_280","SMART-seq2","LMPP","SMART-seq2 2"
"HSPC_281","SMART-seq2","MPP","SMART-seq2 2"
"HSPC_282","SMART-seq2","MPP","SMART-seq2 2"
"HSPC_283","SMART-seq2","MPP","SMART-seq2 2"
"HSPC_285","SMART-seq2","LMPP","SMART-seq2 2"
"HSPC_286","SMART-seq2","LMPP","SMART-seq2 0"
"HSPC_287","SMART-seq2","MPP","SMART-seq2 2"
"HSPC_288","SMART-seq2","LMPP","SMART-seq2 2"
"HSPC_289","SMART-seq2","LMPP","SMART-seq2 0"
"HSPC_290","SMART-seq2","LMPP","SMART-seq2 2"
"HSPC_291","SMART-seq2","LMPP","SMART-seq2 2"
"HSPC_292","SMART-seq2","MPP","SMART-seq2 2"
"HSPC_293","SMART-seq2","MPP","SMART-seq2 2"
"HSPC_294","SMART-seq2","LMPP","SMART-seq2 2"
"HSPC_295","SMART-seq2","LMPP","SMART-seq2 2"
"HSPC_296","SMART-seq2","MPP","SMART-seq2 2"
"HSPC_297","SMART-seq2","MPP","SMART-seq2 0"
"HSPC_299","SMART-seq2","LMPP","SMART-seq2 2"
"HSPC_300","SMART-seq2","MPP","SMART-seq2 0"
"HSPC_302","SMART-seq2","LMPP","SMART-seq2 0"
"HSPC_303","SMART-seq2","LMPP","SMART-seq2 2"
"HSPC_305","SMART-seq2","MPP","SMART-seq2 2"
"HSPC_306","SMART-seq2","MPP","SMART-seq2 2"
"HSPC_307","SMART-seq2","LMPP","SMART-seq2 2"
"HSPC_309","SMART-seq2","LMPP","SMART-seq2 0"
"HSPC_310","SMART-seq2","MPP","SMART-seq2 2"
"HSPC_312","SMART-seq2","MPP","SMART-seq2 2"
"HSPC_313","SMART-seq2","MPP","SMART-seq2 2"
"HSPC_314","SMART-seq2","MPP","SMART-seq2 5"
"HSPC_315","SMART-seq2","MPP","SMART-seq2 5"
"HSPC_317","SMART-seq2","MPP","SMART-seq2 0"
"HSPC_318","SMART-seq2","LMPP","SMART-seq2 2"
"HSPC_320","SMART-seq2","LMPP","SMART-seq2 2"
"HSPC_321","SMART-seq2","MPP","SMART-seq2 5"
"HSPC_323","SMART-seq2","MPP","SMART-seq2 0"
"HSPC_325","SMART-seq2","LMPP","SMART-seq2 0"
"HSPC_326","SMART-seq2","MPP","SMART-seq2 5"
"HSPC_327","SMART-seq2","LMPP","SMART-seq2 2"
"HSPC_329","SMART-seq2","LMPP","SMART-seq2 0"
"HSPC_330","SMART-seq2","LMPP","SMART-seq2 0"
"HSPC_331","SMART-seq2","MPP","SMART-seq2 0"
"HSPC_332","SMART-seq2","MPP","SMART-seq2 4"
"HSPC_333","SMART-seq2","LMPP","SMART-seq2 2"
"HSPC_334","SMART-seq2","LMPP","SMART-seq2 0"
"HSPC_335","SMART-seq2","MPP","SMART-seq2 0"
"HSPC_336","SMART-seq2","LTHSC","SMART-seq2 0"
"HSPC_338","SMART-seq2","LTHSC","SMART-seq2 3"
"HSPC_339","SMART-seq2","MPP","SMART-seq2 0"
"HSPC_341","SMART-seq2","LMPP","SMART-seq2 2"
"HSPC_342","SMART-seq2","MPP","SMART-seq2 1"
"HSPC_343","SMART-seq2","LMPP","SMART-seq2 2"
"HSPC_345","SMART-seq2","LMPP","SMART-seq2 4"
"HSPC_346","SMART-seq2","MPP","SMART-seq2 2"
"HSPC_348","SMART-seq2","MPP","SMART-seq2 2"
"HSPC_349","SMART-seq2","MPP","SMART-seq2 5"
"HSPC_351","SMART-seq2","MPP","SMART-seq2 1"
"HSPC_352","SMART-seq2","LMPP","SMART-seq2 2"
"HSPC_353","SMART-seq2","LMPP","SMART-seq2 2"
"HSPC_354","SMART-seq2","LMPP","SMART-seq2 0"
"HSPC_356","SMART-seq2","MPP","SMART-seq2 4"
"HSPC_358","SMART-seq2","LMPP","SMART-seq2 0"
"HSPC_359","SMART-seq2","LTHSC","SMART-seq2 5"
"HSPC_360","SMART-seq2","LTHSC","SMART-seq2 0"
"HSPC_361","SMART-seq2","MPP","SMART-seq2 5"
"HSPC_362","SMART-seq2","LTHSC","SMART-seq2 3"
"HSPC_365","SMART-seq2","LTHSC","SMART-seq2 5"
"HSPC_367","SMART-seq2","LTHSC","SMART-seq2 2"
"HSPC_370","SMART-seq2","MPP","SMART-seq2 4"
"HSPC_371","SMART-seq2","MPP","SMART-seq2 2"
"HSPC_372","SMART-seq2","MPP","SMART-seq2 0"
"HSPC_373","SMART-seq2","LTHSC","SMART-seq2 5"
"HSPC_376","SMART-seq2","MPP","SMART-seq2 2"
"HSPC_377","SMART-seq2","MPP","SMART-seq2 2"
"HSPC_382","SMART-seq2","MPP","SMART-seq2 0"
"HSPC_383","SMART-seq2","MPP","SMART-seq2 0"
"HSPC_386","SMART-seq2","LTHSC","SMART-seq2 5"
"HSPC_387","SMART-seq2","MPP","SMART-seq2 2"
"HSPC_388","SMART-seq2","LMPP","SMART-seq2 0"
"HSPC_389","SMART-seq2","LTHSC","SMART-seq2 3"
"HSPC_391","SMART-seq2","LMPP","SMART-seq2 0"
"HSPC_392","SMART-seq2","LMPP","SMART-seq2 2"
"HSPC_393","SMART-seq2","MPP","SMART-seq2 1"
"HSPC_395","SMART-seq2","LTHSC","SMART-seq2 2"
"HSPC_396","SMART-seq2","LTHSC","SMART-seq2 0"
"HSPC_398","SMART-seq2","LMPP","SMART-seq2 0"
"HSPC_400","SMART-seq2","LMPP","SMART-seq2 0"
"HSPC_402","SMART-seq2","MPP","SMART-seq2 0"
"HSPC_403","SMART-seq2","MPP","SMART-seq2 0"
"HSPC_404","SMART-seq2","LTHSC","SMART-seq2 3"
"HSPC_405","SMART-seq2","LMPP","SMART-seq2 0"
"HSPC_407","SMART-seq2","LMPP","SMART-seq2 2"
"HSPC_408","SMART-seq2","LTHSC","SMART-seq2 3"
"HSPC_409","SMART-seq2","LMPP","SMART-seq2 2"
"HSPC_410","SMART-seq2","MPP","SMART-seq2 1"
"HSPC_411","SMART-seq2","MPP","SMART-seq2 4"
"HSPC_412","SMART-seq2","LMPP","SMART-seq2 2"
"HSPC_413","SMART-seq2","MPP","SMART-seq2 0"
"HSPC_416","SMART-seq2","LMPP","SMART-seq2 0"
"HSPC_417","SMART-seq2","MPP","SMART-seq2 0"
"HSPC_418","SMART-seq2","MPP","SMART-seq2 0"
"HSPC_419","SMART-seq2","MPP","SMART-seq2 2"
"HSPC_420","SMART-seq2","MPP","SMART-seq2 5"
"HSPC_421","SMART-seq2","MPP","SMART-seq2 4"
"HSPC_422","SMART-seq2","MPP","SMART-seq2 0"
"HSPC_424","SMART-seq2","MPP","SMART-seq2 2"
"HSPC_425","SMART-seq2","MPP","SMART-seq2 2"
"HSPC_426","SMART-seq2","LMPP","SMART-seq2 0"
"HSPC_431","SMART-seq2","MPP","SMART-seq2 5"
"HSPC_435","SMART-seq2","LMPP","SMART-seq2 0"
"HSPC_436","SMART-seq2","LMPP","SMART-seq2 0"
"HSPC_440","SMART-seq2","MPP","SMART-seq2 5"
"HSPC_441","SMART-seq2","MPP","SMART-seq2 5"
"HSPC_442","SMART-seq2","LMPP","SMART-seq2 0"
"HSPC_443","SMART-seq2","MPP","SMART-seq2 0"
"HSPC_444","SMART-seq2","LMPP","SMART-seq2 0"
"HSPC_446","SMART-seq2","MPP","SMART-seq2 5"
"HSPC_448","SMART-seq2","MPP","SMART-seq2 0"
"HSPC_449","SMART-seq2","MPP","SMART-seq2 0"
"HSPC_450","SMART-seq2","LMPP","SMART-seq2 0"
"HSPC_451","SMART-seq2","LMPP","SMART-seq2 0"
"HSPC_453","SMART-seq2","LMPP","SMART-seq2 5"
"HSPC_454","SMART-seq2","MPP","SMART-seq2 2"
"HSPC_455","SMART-seq2","MPP","SMART-seq2 0"
"HSPC_456","SMART-seq2","LMPP","SMART-seq2 0"
"HSPC_457","SMART-seq2","LMPP","SMART-seq2 5"
"HSPC_459","SMART-seq2","LMPP","SMART-seq2 0"
"HSPC_460","SMART-seq2","LTHSC","SMART-seq2 5"
"HSPC_461","SMART-seq2","MPP","SMART-seq2 5"
"HSPC_462","SMART-seq2","LTHSC","SMART-seq2 5"
"HSPC_463","SMART-seq2","LMPP","SMART-seq2 0"
"HSPC_465","SMART-seq2","MPP","SMART-seq2 5"
"HSPC_466","SMART-seq2","LMPP","SMART-seq2 0"
"HSPC_467","SMART-seq2","LMPP","SMART-seq2 0"
"HSPC_468","SMART-seq2","LMPP","SMART-seq2 0"
"HSPC_471","SMART-seq2","LMPP","SMART-seq2 0"
"HSPC_472","SMART-seq2","MPP","SMART-seq2 5"
"HSPC_473","SMART-seq2","MPP","SMART-seq2 5"
"HSPC_474","SMART-seq2","LMPP","SMART-seq2 0"
"HSPC_477","SMART-seq2","LMPP","SMART-seq2 0"
"HSPC_478","SMART-seq2","LTHSC","SMART-seq2 5"
"HSPC_479","SMART-seq2","MPP","SMART-seq2 0"
"HSPC_480","SMART-seq2","MPP","SMART-seq2 5"
"HSPC_483","SMART-seq2","MPP","SMART-seq2 5"
"HSPC_485","SMART-seq2","LMPP","SMART-seq2 2"
"HSPC_488","SMART-seq2","MPP","SMART-seq2 0"
"HSPC_489","SMART-seq2","MPP","SMART-seq2 0"
"HSPC_490","SMART-seq2","MPP","SMART-seq2 0"
"HSPC_491","SMART-seq2","MPP","SMART-seq2 2"
"HSPC_492","SMART-seq2","LMPP","SMART-seq2 2"
"HSPC_493","SMART-seq2","MPP","SMART-seq2 5"
"HSPC_494","SMART-seq2","LMPP","SMART-seq2 0"
"HSPC_495","SMART-seq2","MPP","SMART-seq2 2"
"HSPC_496","SMART-seq2","LTHSC","SMART-seq2 5"
"HSPC_497","SMART-seq2","MPP","SMART-seq2 0"
"HSPC_498","SMART-seq2","LMPP","SMART-seq2 0"
"HSPC_499","SMART-seq2","MPP","SMART-seq2 0"
"HSPC_500","SMART-seq2","LTHSC","SMART-seq2 5"
"HSPC_501","SMART-seq2","LMPP","SMART-seq2 2"
"HSPC_503","SMART-seq2","MPP","SMART-seq2 2"
"HSPC_504","SMART-seq2","LMPP","SMART-seq2 0"
"HSPC_505","SMART-seq2","MPP","SMART-seq2 5"
"HSPC_506","SMART-seq2","LMPP","SMART-seq2 0"
"HSPC_507","SMART-seq2","LMPP","SMART-seq2 0"
"HSPC_508","SMART-seq2","MPP","SMART-seq2 0"
"HSPC_510","SMART-seq2","LMPP","SMART-seq2 2"
"HSPC_512","SMART-seq2","MPP","SMART-seq2 5"
"HSPC_515","SMART-seq2","MPP","SMART-seq2 0"
"HSPC_516","SMART-seq2","LMPP","SMART-seq2 0"
"HSPC_518","SMART-seq2","MPP","SMART-seq2 0"
"HSPC_521","SMART-seq2","LTHSC","SMART-seq2 5"
"HSPC_522","SMART-seq2","LMPP","SMART-seq2 2"
"HSPC_524","SMART-seq2","LMPP","SMART-seq2 0"
"HSPC_526","SMART-seq2","LMPP","SMART-seq2 0"
"HSPC_527","SMART-seq2","MPP","SMART-seq2 0"
"HSPC_528","SMART-seq2","LMPP","SMART-seq2 2"
"HSPC_530","SMART-seq2","LMPP","SMART-seq2 0"
"HSPC_532","SMART-seq2","MPP","SMART-seq2 2"
"HSPC_533","SMART-seq2","MPP","SMART-seq2 5"
"HSPC_534","SMART-seq2","LMPP","SMART-seq2 0"
"HSPC_535","SMART-seq2","MPP","SMART-seq2 2"
"HSPC_537","SMART-seq2","MPP","SMART-seq2 0"
"HSPC_538","SMART-seq2","LMPP","SMART-seq2 5"
"HSPC_539","SMART-seq2","LMPP","SMART-seq2 0"
"HSPC_540","SMART-seq2","LMPP","SMART-seq2 0"
"HSPC_541","SMART-seq2","MPP","SMART-seq2 0"
"HSPC_543","SMART-seq2","MPP","SMART-seq2 0"
"HSPC_544","SMART-seq2","MPP","SMART-seq2 2"
"HSPC_545","SMART-seq2","LTHSC","SMART-seq2 5"
"HSPC_546","SMART-seq2","LTHSC","SMART-seq2 5"
"HSPC_547","SMART-seq2","LTHSC","SMART-seq2 5"
"HSPC_548","SMART-seq2","LMPP","SMART-seq2 0"
"HSPC_549","SMART-seq2","MPP","SMART-seq2 5"
"HSPC_550","SMART-seq2","MPP","SMART-seq2 2"
"HSPC_551","SMART-seq2","MPP","SMART-seq2 2"
"HSPC_552","SMART-seq2","LTHSC","SMART-seq2 5"
"HSPC_553","SMART-seq2","LMPP","SMART-seq2 2"
"HSPC_554","SMART-seq2","LTHSC","SMART-seq2 5"
"HSPC_555","SMART-seq2","LMPP","SMART-seq2 0"
"HSPC_557","SMART-seq2","MPP","SMART-seq2 0"
"HSPC_559","SMART-seq2","MPP","SMART-seq2 5"
"HSPC_562","SMART-seq2","LMPP","SMART-seq2 5"
"HSPC_563","SMART-seq2","LMPP","SMART-seq2 0"
"HSPC_566","SMART-seq2","LMPP","SMART-seq2 0"
"HSPC_567","SMART-seq2","MPP","SMART-seq2 0"
"HSPC_568","SMART-seq2","LMPP","SMART-seq2 0"
"HSPC_569","SMART-seq2","MPP","SMART-seq2 2"
"HSPC_571","SMART-seq2","LMPP","SMART-seq2 0"
"HSPC_573","SMART-seq2","LMPP","SMART-seq2 0"
"HSPC_574","SMART-seq2","LMPP","SMART-seq2 2"
"HSPC_575","SMART-seq2","LMPP","SMART-seq2 0"
"HSPC_576","SMART-seq2","MPP","SMART-seq2 5"
"HSPC_577","SMART-seq2","LMPP","SMART-seq2 0"
"HSPC_578","SMART-seq2","LMPP","SMART-seq2 5"
"HSPC_579","SMART-seq2","LMPP","SMART-seq2 2"
"HSPC_580","SMART-seq2","MPP","SMART-seq2 0"
"HSPC_582","SMART-seq2","LMPP","SMART-seq2 0"
"HSPC_584","SMART-seq2","LMPP","SMART-seq2 0"
"HSPC_585","SMART-seq2","MPP","SMART-seq2 5"
"HSPC_586","SMART-seq2","LMPP","SMART-seq2 0"
"HSPC_593","SMART-seq2","MPP","SMART-seq2 2"
"HSPC_594","SMART-seq2","MPP","SMART-seq2 5"
"HSPC_596","SMART-seq2","LMPP","SMART-seq2 5"
"HSPC_599","SMART-seq2","MPP","SMART-seq2 5"
"HSPC_600","SMART-seq2","LMPP","SMART-seq2 0"
