"","batch","type","cluster"
"Cell2432","3","D","3 1"
"Cell2433","3","C","3 0"
"Cell2434","3","D","3 1"
"Cell2435","3","D","3 1"
"Cell2436","3","C","3 0"
"Cell2437","3","C","3 0"
"Cell2438","3","C","3 0"
"Cell2439","3","C","3 0"
"Cell2440","3","D","3 1"
"Cell2441","3","D","3 1"
"Cell2442","3","C","3 0"
"Cell2443","3","D","3 1"
"Cell2444","3","C","3 0"
"Cell2445","3","D","3 1"
"Cell2446","3","D","3 1"
"Cell2447","3","C","3 0"
"Cell2448","3","C","3 0"
"Cell2449","3","C","3 0"
"Cell2450","3","C","3 0"
"Cell2451","3","C","3 0"
"Cell2452","3","D","3 1"
"Cell2453","3","C","3 0"
"Cell2454","3","D","3 1"
"Cell2455","3","C","3 0"
"Cell2456","3","C","3 0"
"Cell2457","3","C","3 0"
"Cell2458","3","C","3 0"
"Cell2459","3","C","3 0"
"Cell2460","3","C","3 0"
"Cell2461","3","C","3 0"
"Cell2462","3","C","3 0"
"Cell2463","3","D","3 1"
"Cell2464","3","C","3 0"
"Cell2465","3","D","3 1"
"Cell2466","3","C","3 0"
"Cell2467","3","C","3 0"
"Cell2468","3","C","3 0"
"Cell2469","3","D","3 1"
"Cell2470","3","C","3 0"
"Cell2471","3","C","3 0"
"Cell2472","3","D","3 1"
"Cell2473","3","D","3 1"
"Cell2474","3","D","3 1"
"Cell2475","3","D","3 1"
"Cell2476","3","D","3 1"
"Cell2477","3","D","3 1"
"Cell2478","3","C","3 0"
"Cell2479","3","C","3 0"
"Cell2480","3","C","3 0"
"Cell2481","3","C","3 0"
"Cell2482","3","C","3 0"
"Cell2483","3","C","3 0"
"Cell2484","3","D","3 1"
"Cell2485","3","C","3 0"
"Cell2486","3","C","3 0"
"Cell2487","3","C","3 0"
"Cell2488","3","C","3 0"
"Cell2489","3","C","3 0"
"Cell2490","3","D","3 1"
"Cell2491","3","D","3 1"
"Cell2492","3","C","3 0"
"Cell2493","3","C","3 0"
"Cell2494","3","D","3 1"
"Cell2495","3","C","3 0"
"Cell2496","3","C","3 0"
"Cell2497","3","C","3 0"
"Cell2498","3","C","3 0"
"Cell2499","3","C","3 0"
"Cell2500","3","C","3 0"
"Cell2501","3","D","3 1"
"Cell2502","3","D","3 1"
"Cell2503","3","D","3 1"
"Cell2504","3","D","3 1"
"Cell2505","3","C","3 0"
"Cell2506","3","C","3 0"
"Cell2507","3","C","3 0"
"Cell2508","3","D","3 1"
"Cell2509","3","C","3 0"
"Cell2510","3","C","3 0"
"Cell2511","3","C","3 0"
"Cell2512","3","C","3 0"
"Cell2513","3","C","3 0"
"Cell2514","3","D","3 1"
"Cell2515","3","C","3 0"
"Cell2516","3","C","3 0"
"Cell2517","3","C","3 0"
"Cell2518","3","D","3 1"
"Cell2519","3","C","3 0"
"Cell2520","3","D","3 1"
"Cell2521","3","D","3 1"
"Cell2522","3","C","3 0"
"Cell2523","3","C","3 0"
"Cell2524","3","D","3 1"
"Cell2525","3","D","3 1"
"Cell2526","3","D","3 1"
"Cell2527","3","C","3 0"
"Cell2528","3","C","3 0"
"Cell2529","3","D","3 1"
"Cell2530","3","C","3 0"
"Cell2531","3","D","3 1"
"Cell2532","3","D","3 1"
"Cell2533","3","D","3 1"
"Cell2534","3","C","3 0"
"Cell2535","3","C","3 0"
"Cell2536","3","D","3 1"
"Cell2537","3","C","3 0"
"Cell2538","3","D","3 1"
"Cell2539","3","C","3 0"
"Cell2540","3","C","3 0"
"Cell2541","3","D","3 1"
"Cell2542","3","C","3 0"
"Cell2543","3","D","3 1"
"Cell2544","3","C","3 0"
"Cell2545","3","D","3 1"
"Cell2546","3","C","3 0"
"Cell2547","3","C","3 0"
"Cell2548","3","D","3 1"
"Cell2549","3","D","3 1"
"Cell2550","3","C","3 0"
"Cell2551","3","C","3 0"
"Cell2552","3","D","3 1"
"Cell2553","3","C","3 0"
"Cell2554","3","D","3 1"
"Cell2555","3","D","3 1"
"Cell2556","3","D","3 1"
"Cell2557","3","D","3 1"
"Cell2558","3","C","3 0"
"Cell2559","3","D","3 1"
"Cell2560","3","D","3 1"
"Cell2561","3","C","3 0"
"Cell2562","3","C","3 0"
"Cell2563","3","C","3 0"
"Cell2564","3","D","3 1"
"Cell2565","3","D","3 1"
"Cell2566","3","D","3 1"
"Cell2567","3","D","3 1"
"Cell2568","3","C","3 0"
"Cell2569","3","C","3 0"
"Cell2570","3","D","3 1"
"Cell2571","3","D","3 1"
"Cell2572","3","D","3 1"
"Cell2573","3","C","3 0"
"Cell2574","3","C","3 0"
"Cell2575","3","D","3 1"
"Cell2576","3","D","3 1"
"Cell2577","3","C","3 0"
"Cell2578","3","C","3 0"
"Cell2579","3","D","3 1"
"Cell2580","3","C","3 0"
"Cell2581","3","C","3 0"
"Cell2582","3","D","3 1"
"Cell2583","3","D","3 1"
"Cell2584","3","D","3 1"
"Cell2585","3","D","3 1"
"Cell2586","3","D","3 1"
"Cell2587","3","D","3 1"
"Cell2588","3","C","3 0"
"Cell2589","3","D","3 1"
"Cell2590","3","C","3 0"
"Cell2591","3","C","3 0"
"Cell2592","3","C","3 0"
"Cell2593","3","D","3 1"
"Cell2594","3","D","3 1"
"Cell2595","3","C","3 0"
"Cell2596","3","D","3 1"
"Cell2597","3","C","3 0"
"Cell2598","3","C","3 0"
"Cell2599","3","C","3 0"
"Cell2600","3","C","3 0"
"Cell2601","3","C","3 0"
"Cell2602","3","D","3 1"
"Cell2603","3","D","3 1"
"Cell2604","3","C","3 0"
"Cell2605","3","D","3 1"
"Cell2606","3","D","3 1"
"Cell2607","3","C","3 0"
"Cell2608","3","C","3 0"
"Cell2609","3","D","3 1"
"Cell2610","3","D","3 1"
"Cell2611","3","D","3 1"
"Cell2612","3","C","3 0"
"Cell2613","3","C","3 0"
"Cell2614","3","C","3 0"
"Cell2615","3","D","3 1"
"Cell2616","3","C","3 0"
"Cell2617","3","C","3 0"
"Cell2618","3","D","3 1"
"Cell2619","3","D","3 1"
"Cell2620","3","D","3 1"
"Cell2621","3","D","3 1"
"Cell2622","3","C","3 0"
"Cell2623","3","C","3 0"
"Cell2624","3","C","3 0"
"Cell2625","3","C","3 0"
"Cell2626","3","D","3 1"
"Cell2627","3","D","3 1"
"Cell2628","3","D","3 1"
"Cell2629","3","D","3 1"
"Cell2630","3","C","3 0"
"Cell2631","3","D","3 1"
"Cell2632","3","D","3 1"
"Cell2633","3","D","3 1"
"Cell2634","3","D","3 1"
"Cell2635","3","C","3 0"
"Cell2636","3","C","3 0"
"Cell2637","3","D","3 1"
"Cell2638","3","C","3 0"
"Cell2639","3","C","3 0"
"Cell2640","3","D","3 1"
"Cell2641","3","D","3 1"
"Cell2642","3","C","3 0"
"Cell2643","3","C","3 0"
"Cell2644","3","D","3 1"
"Cell2645","3","D","3 1"
"Cell2646","3","D","3 1"
"Cell2647","3","D","3 1"
"Cell2648","3","D","3 1"
"Cell2649","3","C","3 0"
"Cell2650","3","C","3 0"
"Cell2651","3","C","3 0"
"Cell2652","3","D","3 1"
"Cell2653","3","D","3 1"
"Cell2654","3","C","3 0"
"Cell2655","3","D","3 1"
"Cell2656","3","C","3 0"
"Cell2657","3","C","3 0"
"Cell2658","3","C","3 0"
"Cell2659","3","C","3 0"
"Cell2660","3","C","3 0"
"Cell2661","3","C","3 0"
"Cell2662","3","D","3 1"
"Cell2663","3","C","3 0"
"Cell2664","3","C","3 0"
"Cell2665","3","C","3 0"
"Cell2666","3","D","3 1"
"Cell2667","3","D","3 1"
"Cell2668","3","C","3 0"
"Cell2669","3","D","3 1"
"Cell2670","3","C","3 0"
"Cell2671","3","C","3 0"
"Cell2672","3","C","3 0"
"Cell2673","3","D","3 1"
"Cell2674","3","D","3 1"
"Cell2675","3","D","3 1"
"Cell2676","3","C","3 0"
"Cell2677","3","C","3 0"
"Cell2678","3","C","3 0"
"Cell2679","3","C","3 0"
"Cell2680","3","D","3 1"
"Cell2681","3","C","3 0"
"Cell2682","3","D","3 1"
"Cell2683","3","D","3 1"
"Cell2684","3","C","3 0"
"Cell2685","3","C","3 0"
"Cell2686","3","C","3 0"
"Cell2687","3","C","3 0"
"Cell2688","3","D","3 1"
"Cell2689","3","D","3 1"
"Cell2690","3","D","3 1"
"Cell2691","3","C","3 0"
"Cell2692","3","C","3 0"
"Cell2693","3","C","3 0"
"Cell2694","3","C","3 0"
"Cell2695","3","C","3 0"
"Cell2696","3","C","3 0"
"Cell2697","3","C","3 0"
"Cell2698","3","D","3 1"
"Cell2699","3","C","3 0"
"Cell2700","3","D","3 1"
"Cell2701","3","D","3 1"
"Cell2702","3","D","3 1"
"Cell2703","3","C","3 0"
"Cell2704","3","C","3 0"
"Cell2705","3","D","3 1"
"Cell2706","3","D","3 1"
"Cell2707","3","D","3 1"
"Cell2708","3","D","3 1"
"Cell2709","3","C","3 0"
"Cell2710","3","C","3 0"
"Cell2711","3","D","3 1"
"Cell2712","3","D","3 1"
"Cell2713","3","D","3 1"
"Cell2714","3","D","3 1"
"Cell2715","3","C","3 0"
"Cell2716","3","C","3 0"
"Cell2717","3","D","3 1"
"Cell2718","3","D","3 1"
"Cell2719","3","D","3 1"
"Cell2720","3","C","3 0"
"Cell2721","3","D","3 1"
"Cell2722","3","C","3 0"
"Cell2723","3","D","3 1"
"Cell2724","3","C","3 0"
"Cell2725","3","D","3 1"
"Cell2726","3","D","3 1"
"Cell2727","3","C","3 0"
"Cell2728","3","D","3 1"
"Cell2729","3","D","3 1"
"Cell2730","3","D","3 1"
"Cell2731","3","D","3 1"
"Cell2732","3","D","3 1"
"Cell2733","3","C","3 0"
"Cell2734","3","D","3 1"
"Cell2735","3","C","3 0"
"Cell2736","3","D","3 1"
"Cell2737","3","C","3 0"
"Cell2738","3","C","3 0"
"Cell2739","3","D","3 1"
"Cell2740","3","C","3 0"
"Cell2741","3","C","3 0"
"Cell2742","3","D","3 1"
"Cell2743","3","C","3 0"
"Cell2744","3","C","3 0"
"Cell2745","3","C","3 0"
"Cell2746","3","D","3 1"
"Cell2747","3","D","3 1"
"Cell2748","3","C","3 0"
"Cell2749","3","D","3 1"
"Cell2750","3","C","3 0"
"Cell2751","3","D","3 1"
"Cell2752","3","C","3 0"
"Cell2753","3","C","3 0"
"Cell2754","3","C","3 0"
"Cell2755","3","D","3 1"
"Cell2756","3","C","3 0"
"Cell2757","3","D","3 1"
"Cell2758","3","D","3 1"
"Cell2759","3","D","3 1"
"Cell2760","3","D","3 1"
"Cell2761","3","D","3 1"
"Cell2762","3","D","3 1"
"Cell2763","3","D","3 1"
"Cell2764","3","D","3 1"
"Cell2765","3","D","3 1"
"Cell2766","3","D","3 1"
"Cell2767","3","C","3 0"
"Cell2768","3","D","3 1"
"Cell2769","3","D","3 1"
"Cell2770","3","C","3 0"
"Cell2771","3","C","3 0"
"Cell2772","3","C","3 0"
"Cell2773","3","C","3 0"
"Cell2774","3","D","3 1"
"Cell2775","3","C","3 0"
"Cell2776","3","C","3 0"
"Cell2777","3","D","3 1"
"Cell2778","3","D","3 1"
"Cell2779","3","C","3 0"
"Cell2780","3","D","3 1"
"Cell2781","3","D","3 1"
"Cell2782","3","D","3 1"
"Cell2783","3","D","3 1"
"Cell2784","3","C","3 0"
"Cell2785","3","C","3 0"
"Cell2786","3","D","3 1"
"Cell2787","3","C","3 0"
"Cell2788","3","C","3 0"
"Cell2789","3","D","3 1"
"Cell2790","3","D","3 1"
"Cell2791","3","D","3 1"
"Cell2792","3","D","3 1"
"Cell2793","3","C","3 0"
"Cell2794","3","D","3 1"
"Cell2795","3","D","3 1"
"Cell2796","3","C","3 0"
"Cell2797","3","D","3 1"
"Cell2798","3","C","3 0"
"Cell2799","3","D","3 1"
"Cell2800","3","C","3 0"
"Cell2801","3","D","3 1"
"Cell2802","3","D","3 1"
"Cell2803","3","D","3 1"
"Cell2804","3","C","3 0"
"Cell2805","3","C","3 0"
"Cell2806","3","D","3 1"
"Cell2807","3","C","3 0"
"Cell2808","3","D","3 1"
"Cell2809","3","D","3 1"
"Cell2810","3","D","3 1"
"Cell2811","3","C","3 0"
"Cell2812","3","D","3 1"
"Cell2813","3","D","3 1"
"Cell2814","3","D","3 1"
"Cell2815","3","C","3 0"
"Cell2816","3","C","3 0"
"Cell2817","3","D","3 1"
"Cell2818","3","C","3 0"
"Cell2819","3","D","3 1"
"Cell2820","3","D","3 1"
"Cell2821","3","C","3 0"
"Cell2822","3","C","3 0"
"Cell2823","3","C","3 0"
"Cell2824","3","C","3 0"
"Cell2825","3","C","3 0"
"Cell2826","3","D","3 1"
"Cell2827","3","C","3 0"
"Cell2828","3","C","3 0"
"Cell2829","3","D","3 1"
"Cell2830","3","D","3 1"
"Cell2831","3","D","3 1"
"Cell2832","3","C","3 0"
"Cell2833","3","D","3 1"
"Cell2834","3","C","3 0"
"Cell2835","3","D","3 1"
"Cell2836","3","C","3 0"
"Cell2837","3","C","3 0"
"Cell2838","3","C","3 0"
"Cell2839","3","C","3 0"
"Cell2840","3","C","3 0"
"Cell2841","3","D","3 1"
"Cell2842","3","D","3 1"
"Cell2843","3","C","3 0"
"Cell2844","3","D","3 1"
"Cell2845","3","C","3 0"
"Cell2846","3","C","3 0"
"Cell2847","3","D","3 1"
"Cell2848","3","C","3 0"
"Cell2849","3","D","3 1"
"Cell2850","3","C","3 0"
"Cell2851","3","C","3 0"
"Cell2852","3","D","3 1"
"Cell2853","3","C","3 0"
"Cell2854","3","C","3 0"
"Cell2855","3","C","3 0"
"Cell2856","3","D","3 1"
"Cell2857","3","D","3 1"
"Cell2858","3","C","3 0"
"Cell2859","3","D","3 1"
"Cell2860","3","C","3 0"
"Cell2861","3","C","3 0"
"Cell2862","3","D","3 1"
"Cell2863","3","C","3 0"
"Cell2864","3","C","3 0"
"Cell2865","3","D","3 1"
"Cell2866","3","C","3 0"
"Cell2867","3","C","3 0"
"Cell2868","3","C","3 0"
"Cell2869","3","C","3 0"
"Cell2870","3","D","3 1"
"Cell2871","3","C","3 0"
"Cell2872","3","D","3 1"
"Cell2873","3","D","3 1"
"Cell2874","3","D","3 1"
"Cell2875","3","C","3 0"
"Cell2876","3","C","3 0"
"Cell2877","3","D","3 1"
"Cell2878","3","D","3 1"
"Cell2879","3","D","3 1"
"Cell2880","3","C","3 0"
"Cell2881","3","D","3 1"
"Cell2882","3","D","3 1"
"Cell2883","3","D","3 1"
"Cell2884","3","D","3 1"
"Cell2885","3","C","3 0"
"Cell2886","3","D","3 1"
"Cell2887","3","C","3 0"
"Cell2888","3","C","3 0"
"Cell2889","3","D","3 1"
"Cell2890","3","C","3 0"
"Cell2891","3","C","3 0"
"Cell2892","3","C","3 0"
"Cell2893","3","D","3 1"
"Cell2894","3","C","3 0"
"Cell2895","3","D","3 1"
"Cell2896","3","D","3 1"
"Cell2897","3","C","3 0"
"Cell2898","3","C","3 0"
"Cell2899","3","C","3 0"
"Cell2900","3","D","3 1"
"Cell2901","3","D","3 1"
"Cell2902","3","C","3 0"
"Cell2903","3","C","3 0"
"Cell2904","3","D","3 1"
"Cell2905","3","C","3 0"
"Cell2906","3","D","3 1"
"Cell2907","3","D","3 1"
"Cell2908","3","D","3 1"
"Cell2909","3","C","3 0"
"Cell2910","3","C","3 0"
"Cell2911","3","C","3 0"
"Cell2912","3","D","3 1"
"Cell2913","3","D","3 1"
"Cell2914","3","D","3 1"
"Cell2915","3","D","3 1"
"Cell2916","3","D","3 1"
"Cell2917","3","C","3 0"
"Cell2918","3","D","3 1"
"Cell2919","3","C","3 0"
"Cell2920","3","D","3 1"
"Cell2921","3","C","3 0"
"Cell2922","3","D","3 1"
"Cell2923","3","C","3 0"
"Cell2924","3","D","3 1"
"Cell2925","3","D","3 1"
"Cell2926","3","C","3 0"
"Cell2927","3","C","3 0"
"Cell2928","3","C","3 0"
"Cell2929","3","D","3 1"
"Cell2930","3","D","3 1"
"Cell2931","3","D","3 1"
"Cell2932","3","D","3 1"
"Cell2933","3","D","3 1"
"Cell2934","3","C","3 0"
"Cell2935","3","D","3 1"
"Cell2936","3","C","3 0"
"Cell2937","3","C","3 0"
"Cell2938","3","C","3 0"
"Cell2939","3","C","3 0"
"Cell2940","3","C","3 0"
"Cell2941","3","D","3 1"
"Cell2942","3","D","3 1"
"Cell2943","3","D","3 1"
"Cell2944","3","D","3 1"
"Cell2945","3","C","3 0"
"Cell2946","3","D","3 1"
"Cell2947","3","D","3 1"
"Cell2948","3","D","3 1"
"Cell2949","3","C","3 0"
"Cell2950","3","D","3 1"
"Cell2951","3","C","3 0"
"Cell2952","3","C","3 0"
"Cell2953","3","D","3 1"
"Cell2954","3","D","3 1"
"Cell2955","3","C","3 0"
"Cell2956","3","C","3 0"
"Cell2957","3","C","3 0"
"Cell2958","3","C","3 0"
"Cell2959","3","D","3 1"
"Cell2960","3","D","3 1"
"Cell2961","3","C","3 0"
"Cell2962","3","D","3 1"
"Cell2963","3","D","3 1"
"Cell2964","3","D","3 1"
"Cell2965","3","C","3 0"
"Cell2966","3","D","3 1"
"Cell2967","3","C","3 0"
"Cell2968","3","C","3 0"
"Cell2969","3","D","3 1"
"Cell2970","3","D","3 1"
"Cell2971","3","C","3 0"
"Cell2972","3","D","3 1"
"Cell2973","3","D","3 1"
"Cell2974","3","D","3 1"
"Cell2975","3","D","3 1"
"Cell2976","3","C","3 0"
"Cell2977","3","C","3 0"
"Cell2978","3","C","3 0"
"Cell2979","3","D","3 1"
"Cell2980","3","C","3 0"
"Cell2981","3","C","3 0"
"Cell2982","3","C","3 0"
"Cell2983","3","C","3 0"
"Cell2984","3","D","3 1"
"Cell2985","3","D","3 1"
"Cell2986","3","D","3 1"
"Cell2987","3","D","3 1"
"Cell2988","3","D","3 1"
"Cell2989","3","C","3 0"
"Cell2990","3","D","3 1"
"Cell2991","3","D","3 1"
"Cell2992","3","D","3 1"
"Cell2993","3","D","3 1"
"Cell2994","3","C","3 0"
"Cell2995","3","C","3 0"
"Cell2996","3","C","3 0"
"Cell2997","3","C","3 0"
"Cell2998","3","D","3 1"
"Cell2999","3","C","3 0"
"Cell3000","3","D","3 1"
"Cell5001","3","D","3 1"
"Cell5002","3","D","3 1"
"Cell5003","3","C","3 0"
"Cell5004","3","C","3 0"
"Cell5005","3","C","3 0"
"Cell5006","3","D","3 1"
"Cell5007","3","D","3 1"
"Cell5008","3","C","3 0"
"Cell5009","3","C","3 0"
"Cell5010","3","C","3 0"
"Cell5011","3","D","3 1"
"Cell5012","3","C","3 0"
"Cell5013","3","C","3 0"
"Cell5014","3","C","3 0"
"Cell5015","3","D","3 1"
"Cell5016","3","C","3 0"
"Cell5017","3","D","3 1"
"Cell5018","3","D","3 1"
"Cell5019","3","C","3 0"
"Cell5020","3","D","3 1"
"Cell5021","3","C","3 0"
"Cell5022","3","D","3 1"
"Cell5023","3","C","3 0"
"Cell5024","3","C","3 0"
"Cell5025","3","D","3 1"
"Cell5026","3","D","3 1"
"Cell5027","3","D","3 1"
"Cell5028","3","D","3 1"
"Cell5029","3","D","3 1"
"Cell5030","3","C","3 0"
"Cell5031","3","C","3 0"
"Cell5032","3","D","3 1"
"Cell5033","3","D","3 1"
"Cell5034","3","C","3 0"
"Cell5035","3","C","3 0"
"Cell5036","3","D","3 1"
"Cell5037","3","C","3 0"
"Cell5038","3","D","3 1"
"Cell5039","3","D","3 1"
"Cell5040","3","C","3 0"
"Cell5041","3","D","3 1"
"Cell5042","3","C","3 0"
"Cell5043","3","D","3 1"
"Cell5044","3","C","3 0"
"Cell5045","3","D","3 1"
"Cell5046","3","C","3 0"
"Cell5047","3","C","3 0"
"Cell5048","3","D","3 1"
"Cell5049","3","C","3 0"
"Cell5050","3","C","3 0"
"Cell5051","3","D","3 1"
"Cell5052","3","C","3 0"
"Cell5053","3","D","3 1"
"Cell5054","3","D","3 1"
"Cell5055","3","C","3 0"
"Cell5056","3","D","3 1"
"Cell5057","3","C","3 0"
"Cell5058","3","D","3 1"
"Cell5059","3","D","3 1"
"Cell5060","3","C","3 0"
"Cell5061","3","D","3 1"
"Cell5062","3","C","3 0"
"Cell5063","3","C","3 0"
"Cell5064","3","D","3 1"
"Cell5065","3","D","3 1"
"Cell5066","3","D","3 1"
"Cell5067","3","D","3 1"
"Cell5068","3","D","3 1"
"Cell5069","3","C","3 0"
"Cell5070","3","D","3 1"
"Cell5071","3","C","3 0"
"Cell5072","3","C","3 0"
"Cell5073","3","C","3 0"
"Cell5074","3","D","3 1"
"Cell5075","3","D","3 1"
"Cell5076","3","D","3 1"
"Cell5077","3","C","3 0"
"Cell5078","3","D","3 1"
"Cell5079","3","D","3 1"
"Cell5080","3","C","3 0"
"Cell5081","3","C","3 0"
"Cell5082","3","C","3 0"
"Cell5083","3","C","3 0"
"Cell5084","3","D","3 1"
"Cell5085","3","C","3 0"
"Cell5086","3","D","3 1"
"Cell5087","3","C","3 0"
"Cell5088","3","D","3 1"
"Cell5089","3","C","3 0"
"Cell5090","3","D","3 1"
"Cell5091","3","D","3 1"
"Cell5092","3","C","3 0"
"Cell5093","3","D","3 1"
"Cell5094","3","D","3 1"
"Cell5095","3","C","3 0"
"Cell5096","3","D","3 1"
"Cell5097","3","C","3 0"
"Cell5098","3","D","3 1"
"Cell5099","3","C","3 0"
"Cell5100","3","D","3 1"
"Cell5101","3","D","3 1"
"Cell5102","3","C","3 0"
"Cell5103","3","D","3 1"
"Cell5104","3","C","3 0"
"Cell5105","3","D","3 1"
"Cell5106","3","C","3 0"
"Cell5107","3","D","3 1"
"Cell5108","3","D","3 1"
"Cell5109","3","D","3 1"
"Cell5110","3","C","3 0"
"Cell5111","3","C","3 0"
"Cell5112","3","D","3 1"
"Cell5113","3","C","3 0"
"Cell5114","3","C","3 0"
"Cell5115","3","D","3 1"
"Cell5116","3","D","3 1"
"Cell5117","3","C","3 0"
"Cell5118","3","D","3 1"
"Cell5119","3","D","3 1"
"Cell5120","3","C","3 0"
"Cell5121","3","C","3 0"
"Cell5122","3","C","3 0"
"Cell5123","3","C","3 0"
"Cell5124","3","D","3 1"
"Cell5125","3","C","3 0"
"Cell5126","3","D","3 1"
"Cell5127","3","C","3 0"
"Cell5128","3","D","3 1"
"Cell5129","3","C","3 0"
"Cell5130","3","C","3 0"
"Cell5131","3","D","3 1"
"Cell5132","3","C","3 0"
"Cell5133","3","C","3 0"
"Cell5134","3","D","3 1"
"Cell5135","3","D","3 1"
"Cell5136","3","C","3 0"
"Cell5137","3","C","3 0"
"Cell5138","3","D","3 1"
"Cell5139","3","D","3 1"
"Cell5140","3","C","3 0"
"Cell5141","3","C","3 0"
"Cell5142","3","C","3 0"
"Cell5143","3","C","3 0"
"Cell5144","3","D","3 1"
"Cell5145","3","C","3 0"
"Cell5146","3","D","3 1"
"Cell5147","3","C","3 0"
"Cell5148","3","D","3 1"
"Cell5149","3","D","3 1"
"Cell5150","3","D","3 1"
"Cell5151","3","D","3 1"
"Cell5152","3","D","3 1"
"Cell5153","3","C","3 0"
"Cell5154","3","D","3 1"
"Cell5155","3","C","3 0"
"Cell5156","3","C","3 0"
"Cell5157","3","D","3 1"
"Cell5158","3","D","3 1"
"Cell5159","3","C","3 0"
"Cell5160","3","D","3 1"
"Cell5161","3","C","3 0"
"Cell5162","3","D","3 1"
"Cell5163","3","D","3 1"
"Cell5164","3","D","3 1"
"Cell5165","3","C","3 0"
"Cell5166","3","D","3 1"
"Cell5167","3","C","3 0"
"Cell5168","3","C","3 0"
"Cell5169","3","C","3 0"
"Cell5170","3","C","3 0"
"Cell5171","3","C","3 0"
"Cell5172","3","D","3 1"
"Cell5173","3","C","3 0"
"Cell5174","3","D","3 1"
"Cell5175","3","D","3 1"
"Cell5176","3","D","3 1"
"Cell5177","3","C","3 0"
"Cell5178","3","C","3 0"
"Cell5179","3","C","3 0"
"Cell5180","3","C","3 0"
"Cell5181","3","D","3 1"
"Cell5182","3","D","3 1"
"Cell5183","3","D","3 1"
"Cell5184","3","C","3 0"
"Cell5185","3","D","3 1"
"Cell5186","3","C","3 0"
"Cell5187","3","D","3 1"
"Cell5188","3","D","3 1"
"Cell5189","3","D","3 1"
"Cell5190","3","D","3 1"
"Cell5191","3","C","3 0"
"Cell5192","3","C","3 0"
"Cell5193","3","C","3 0"
"Cell5194","3","C","3 0"
"Cell5195","3","D","3 1"
"Cell5196","3","C","3 0"
"Cell5197","3","D","3 1"
"Cell5198","3","C","3 0"
"Cell5199","3","D","3 1"
"Cell5200","3","C","3 0"
"Cell5201","3","C","3 0"
"Cell5202","3","D","3 1"
"Cell5203","3","C","3 0"
"Cell5204","3","C","3 0"
"Cell5205","3","D","3 1"
"Cell5206","3","D","3 1"
"Cell5207","3","C","3 0"
"Cell5208","3","C","3 0"
"Cell5209","3","C","3 0"
"Cell5210","3","D","3 1"
"Cell5211","3","D","3 1"
"Cell5212","3","C","3 0"
"Cell5213","3","C","3 0"
"Cell5214","3","C","3 0"
"Cell5215","3","C","3 0"
"Cell5216","3","D","3 1"
"Cell5217","3","D","3 1"
"Cell5218","3","C","3 0"
"Cell5219","3","D","3 1"
"Cell5220","3","D","3 1"
"Cell5221","3","C","3 0"
"Cell5222","3","C","3 0"
"Cell5223","3","C","3 0"
"Cell5224","3","C","3 0"
"Cell5225","3","D","3 1"
"Cell5226","3","D","3 1"
"Cell5227","3","D","3 1"
"Cell5228","3","C","3 0"
"Cell5229","3","D","3 1"
"Cell5230","3","D","3 1"
"Cell5231","3","C","3 0"
"Cell5232","3","D","3 1"
"Cell5233","3","C","3 0"
"Cell5234","3","C","3 0"
"Cell5235","3","C","3 0"
"Cell5236","3","D","3 1"
"Cell5237","3","C","3 0"
"Cell5238","3","D","3 1"
"Cell5239","3","D","3 1"
"Cell5240","3","C","3 0"
"Cell5241","3","D","3 1"
"Cell5242","3","D","3 1"
"Cell5243","3","C","3 0"
"Cell5244","3","C","3 0"
"Cell5245","3","C","3 0"
"Cell5246","3","C","3 0"
"Cell5247","3","D","3 1"
"Cell5248","3","D","3 1"
"Cell5249","3","D","3 1"
"Cell5250","3","C","3 0"
"Cell5251","3","D","3 1"
"Cell5252","3","D","3 1"
"Cell5253","3","C","3 0"
"Cell5254","3","D","3 1"
"Cell5255","3","D","3 1"
"Cell5256","3","C","3 0"
"Cell5257","3","C","3 0"
"Cell5258","3","C","3 0"
"Cell5259","3","C","3 0"
"Cell5260","3","C","3 0"
"Cell5261","3","C","3 0"
"Cell5262","3","C","3 0"
"Cell5263","3","C","3 0"
"Cell5264","3","D","3 1"
"Cell5265","3","D","3 1"
"Cell5266","3","C","3 0"
"Cell5267","3","D","3 1"
"Cell5268","3","C","3 0"
"Cell5269","3","D","3 1"
"Cell5270","3","D","3 1"
"Cell5271","3","D","3 1"
"Cell5272","3","C","3 0"
"Cell5273","3","C","3 0"
"Cell5274","3","C","3 0"
"Cell5275","3","D","3 1"
"Cell5276","3","D","3 1"
"Cell5277","3","D","3 1"
"Cell5278","3","D","3 1"
"Cell5279","3","D","3 1"
"Cell5280","3","D","3 1"
"Cell5281","3","D","3 1"
"Cell5282","3","D","3 1"
"Cell5283","3","D","3 1"
"Cell5284","3","D","3 1"
"Cell5285","3","C","3 0"
"Cell5286","3","C","3 0"
"Cell5287","3","D","3 1"
"Cell5288","3","C","3 0"
"Cell5289","3","C","3 0"
"Cell5290","3","C","3 0"
"Cell5291","3","C","3 0"
"Cell5292","3","C","3 0"
"Cell5293","3","D","3 1"
"Cell5294","3","C","3 0"
"Cell5295","3","D","3 1"
"Cell5296","3","C","3 0"
"Cell5297","3","C","3 0"
"Cell5298","3","D","3 1"
"Cell5299","3","C","3 0"
"Cell5300","3","D","3 1"
"Cell5301","3","C","3 0"
"Cell5302","3","C","3 0"
"Cell5303","3","C","3 0"
"Cell5304","3","D","3 1"
"Cell5305","3","D","3 1"
